GID,COND,DAY,H,HUMD,OU,PTSH,PTSV,SEAS,SPRV,STAD,SURF,TEMP,V,WDIR,WEEK,WSPD
1746,Clear,MN,JAC,\N,39.0,26,10,2006,3.5,Alltel Stadium,Grass,45.0,NYG,W,11,7
1747,Dome,THU,DET,\N,39.0,10,27,2006,-3.0,Ford Field,FieldTurf,68.0,MIA,\N,12,\N
1748,Clear,THU,DAL,37,39.0,38,10,2006,11.0,Texas Stadium,FieldTurf,76.0,TB,\N,12,\N
1749,Clear,THU,KC,39,37.5,19,10,2006,1.5,Arrowhead Stadium,Grass,65.0,DEN,SE,12,10
1750,Dome,SUN,MIN,\N,38.5,31,26,2006,6.5,Metrodome,FieldTurf,65.0,ARI,\N,12,\N
1751,Sunny,SUN,WAS,61,36.0,17,13,2006,-4.5,FedExField,Grass,60.0,CAR,WSW,12,3
1752,Cloudy,SUN,NE,62,37.0,17,13,2006,3.5,Gillette Stadium,FieldTurf,54.0,CHI,WSW,12,7
1753,Sunny,SUN,CLE,\N,42.5,0,30,2006,-3.0,Cleveland Browns Stadium,Grass,61.0,CIN,VAR,12,9
1754,Clear,SUN,NYJ,59,40.0,26,11,2006,5.0,The Meadowlands,FieldTurf,56.0,HOU,S,12,10
1755,Sunny,SUN,BUF,49,35.0,27,24,2006,-3.0,Ralph Wilson Stadium,AstroPlay,60.0,JAC,SW,12,12
1756,Dome,SUN,ATL,\N,48.0,13,31,2006,3.0,Georgia Dome,FieldTurf,,NO,\N,12,\N
1757,Sunny,SUN,TEN,28,44.0,24,21,2006,-3.0,LP Field,Grass,69.0,NYG,S,12,8
1758,Dome,SN,IND,\N,44.0,45,21,2006,9.0,RCA Dome,FieldTurf,,PHI,\N,12,\N
1759,Mostly Cloudy,SUN,BAL,48,38.5,27,0,2006,3.0,M & T Bank Stadium,SportGrass,57.0,PIT,S,12,4
1760,Dome,SUN,STL,\N,44.5,20,17,2006,5.5,Edward Jones Dome,AstroTurf,,SF,\N,12,\N
1761,Partly Cloudy,SUN,SD,59,43.0,21,14,2006,13.0,Qualcomm Stadium,Grass,64.0,OAK,SE,12,8
1762,Snow,MN,SEA,72,45.5,34,24,2006,9.0,Qwest Field,FieldTurf,34.0,GB,SSW,12,7
1763,Chance Rain,THU,CIN,96,43.0,13,7,2006,3.0,Paul Brown Stadium,FieldTurf,55.0,BAL,NE,13,4
1764,Dome,SUN,STL,\N,46.0,20,34,2006,6.5,Edward Jones Dome,AstroTurf,,ARI,\N,13,\N
1765,Cloudy,SUN,WAS,56,38.5,14,24,2006,2.0,FedExField,Grass,44.0,ATL,E,13,5
1766,Clear,SUN,NYG,47,43.5,20,23,2006,-3.5,Giants Stadium,FieldTurf,45.0,DAL,S,13,9
1767,Sunny,SUN,NE,42,41.5,28,21,2006,13.0,Gillette Stadium,Grass,44.0,DET,W,13,7
1768,Partly Sunny,SUN,TEN,53,47.0,20,17,2006,-7.5,LP Field,Grass,40.0,IND,N,13,11
1769,Partly Cloudy,SUN,MIA,86,36.0,10,24,2006,1.0,Dolphin Stadium,Grass,81.0,JAC,SE,13,11
1770,Cloudy,SUN,CLE,\N,36.0,31,28,2006,-4.5,Cleveland Brown Stadium,Grass,31.0,KC,W,13,17
1771,Mostly Cloudy,SUN,CHI,57,35.0,23,13,2006,9.5,Soldier Field,Grass,20.0,MIN,W,13,15
1772,Snow,SUN,GB,62,42.5,10,38,2006,-1.0,Lambeau Field,Grass,19.0,NYJ,W,13,18
1773,Cloudy,SUN,BUF,66,42.5,21,24,2006,-6.0,Ralph Wilson Stadium,AstroPlay,35.0,SD,SW,13,11
1774,Dome,SUN,NO,\N,45.0,34,10,2006,7.0,Louisiana Superdome,MomentumTurf,54.0,SF,\N,13,\N
1775,Cloudy,SUN,PIT,43,40.5,20,3,2006,7.0,Heinz Field,Grass,42.0,TB,W,13,7
1776,Sunny,SUN,OAK,10,36.0,14,23,2006,3.0,McAfee Coliseum,Grass,56.0,HOU,W,13,8
1777,Clear,SN,DEN,71,40.0,20,23,2006,3.5,Invesco Field at Mile High,Grass,16.0,SEA,\N,13,\N
1778,Clear,MN,PHI,42,37.5,27,24,2006,-3.0,Lincoln Financial Field,Grass,32.0,CAR,WNW,13,8
1779,\N,THU,PIT,50,33.0,27,7,2006,7.5,Heinz Field,Grass,20.0,CLE,WNW,14,12
1780,Mostly Sunny,SUN,TB,60,37.5,6,17,2006,-3.0,Raymond James Stadium,Grass,72.0,ATL,NE,14,14
1781,Clear,SUN,KC,47,36.5,10,20,2006,2.5,Arrowhead Stadium,Grass,49.0,BAL,SW,14,19
1782,Clear,SUN,NYJ,21,37.0,13,31,2006,3.5,The Meadowlands,FieldTurf,54.0,BUF,W,14,10
1783,Clear,SUN,JAC,\N,43.5,44,17,2006,-1.0,Alltel Stadium,Grass,65.0,IND,E,14,15
1784,Dome,SUN,DET,\N,39.5,20,30,2006,2.0,Ford Field,FieldTurf,68.0,MIN,\N,14,\N
1785,Sunny,SUN,MIA,54,37.0,21,0,2006,-3.5,Dolphin Stadium,Grass,77.0,NE,ENE,14,21
1786,Cloudy,SN,DAL,93,48.0,17,42,2006,7.5,Texas Stadium,AstroTurf,48.0,NO,\N,14,\N
1787,Sunny,SUN,CAR,30,41.5,13,27,2006,3.0,Bank of America Stadium,Grass,47.0,NYG,SW,14,6
1788,Mostly Sunny,SUN,CIN,25,39.0,27,10,2006,10.5,Paul Brown Stadium,FieldTurf,50.0,OAK,SSW,14,10
1789,Sunny,SUN,WAS,38,40.0,19,21,2006,-1.5,FedExField,Grass,51.0,PHI,W,14,7
1790,Closed Roof,SUN,HOU,\N,42.0,20,26,2006,1.0,Reliant Stadium,Grass,,TEN,\N,14,\N
1791,Partly Cloudy,SUN,SF,70,44.5,19,30,2006,4.5,Monster Park,Grass,58.0,GB,W,14,15
1792,Closed Roof,SUN,ARI,\N,45.5,27,21,2006,-3.5,University of Phoenix Stadium,Grass,,SEA,\N,14,\N
1793,Partly Cloudy,SUN,SD,61,41.0,48,20,2006,7.5,Qualcomm Stadium,Grass,57.0,DEN,W,14,13
1794,Dome,MN,STL,\N,40.5,27,42,2006,-6.5,Edward Jones Dome,AstroTurf,,CHI,\N,14,\N
1795,Rain,THU,SEA,95,40.5,14,24,2006,10.0,Qwest Field,FieldTurf,52.0,SF,SSE,15,20
1796,Dome,SAT,ATL,\N,44.0,28,38,2006,-3.0,Georgia Dome,FieldTurf,,DAL,\N,15,\N
1797,Mostly Cloudy,SUN,BAL,44,34.0,27,17,2006,11.0,M & T Bank Stadium,SportGrass,58.0,CLE,SW,15,9
1798,Partly Sunny,SUN,GB,55,44.0,17,9,2006,5.0,Lambeau Field,Grass,41.0,DET,W,15,10
1799,Cloudy,SUN,NE,45,37.5,40,7,2006,11.0,Gillette Stadium,Grass,52.0,HOU,WSW,15,13
1800,Sunny,SUN,TEN,36,41.0,24,17,2006,-3.5,LP Field,Grass,70.0,JAC,SSW,15,8
1801,Rain,SUN,BUF,69,34.0,21,0,2006,1.0,Ralph Wilson Stadium,Grass,53.0,MIA,SW,15,18
1802,Dome,SUN,MIN,\N,41.0,13,26,2006,3.5,Metrodome,FieldTurf,66.0,NYJ,\N,15,\N
1803,Cloudy,SUN,NYG,43,43.5,22,36,2006,5.5,Giants Stadium,FieldTurf,56.0,PHI,SW,15,7
1804,Mostly Sunny,SUN,CAR,60,38.0,3,37,2006,-3.0,Bank of America Stadium,Grass,68.0,PIT,N,15,5
1805,Chance Rain,SUN,CHI,46,34.0,34,31,2006,13.5,Soldier Field,Grass,46.0,TB,\N,15,\N
1806,Dome,SUN,NO,\N,46.5,10,16,2006,9.5,Louisiana Superdome,MomentumTurf,71.0,WAS,\N,15,\N
1807,Cloudy,SUN,ARI,26,41.5,20,37,2006,-2.5,University of Phoenix Stadium,Grass,60.0,DEN,W,15,12
1808,Partly Cloudy,SN,SD,48,46.5,20,9,2006,9.0,Qualcomm Stadium,Grass,57.0,KC,W,15,12
1809,Partly Cloudy,SUN,OAK,54,38.5,0,20,2006,2.5,McAfee Coliseum,Grass,52.0,STL,SE,15,6
1810,Dome,MN,IND,\N,54.5,34,16,2006,3.5,RCA Dome,FieldTurf,,CIN,\N,15,\N
1811,Rain,THU,GB,89,36.5,9,7,2006,3.5,Lambeau Field,Grass,36.0,MIN,NE,16,10
1812,Partly Cloudy,SAT,OAK,\N,36.5,9,20,2006,-7.0,McAfee Coliseum,Grass,55.0,KC,\N,16,\N
1813,Cloudy,SUN,PIT,62,36.5,7,31,2006,3.5,Heinz Field,Grass,41.0,BAL,WNW,16,10
1814,Dome,SUN,ATL,\N,40.5,3,10,2006,6.5,Georgia Dome,FieldTurf,59.0,CAR,\N,16,\N
1815,Dome,SUN,DET,\N,42.0,21,26,2006,-5.0,Ford Field,FieldTurf,68.0,CHI,\N,16,\N
1816,Closed Roof,SUN,HOU,\N,47.0,27,24,2006,-9.0,Reliant Stadium,Grass,,IND,\N,16,\N
1817,Chance Rain,SUN,JAC,67,37.0,21,24,2006,3.0,Alltel Stadium,Grass,65.0,NE,NE,16,7
1818,Sunny,SUN,NYG,40,47.0,7,30,2006,3.0,Giants Stadium,FieldTurf,52.0,NO,NW,16,20
1819,Cloudy,SUN,CLE,\N,36.5,7,22,2006,3.0,Cleveland Browns Stadium,Grass,41.0,TB,W,16,12
1820,Cloudy,SUN,BUF,78,37.0,29,30,2006,5.0,Ralph Wilson Stadium,AstroPlay,39.0,TEN,WSW,16,18
1821,Dome,SUN,STL,\N,43.5,37,31,2006,2.0,Edward Jones Dome,AstroTurf,,WAS,\N,16,\N
1822,Cloudy,SUN,SF,77,45.0,20,26,2006,4.0,Monster Park,Grass,50.0,ARI,E,16,5
1823,Mostly Cloudy,SUN,DEN,66,44.5,24,23,2006,3.0,Invesco Field at Mile High,Grass,32.0,CIN,\N,16,\N
1824,Rain,SUN,SEA,55,46.5,17,20,2006,-4.5,Qwest Field,FieldTurf,47.0,SD,SE,16,18
1825,Clear,MN,DAL,27,46.5,7,23,2006,7.0,Texas Stadium,FieldTurf,50.0,PHI,\N,16,\N
1826,Rain,MN,MIA,84,37.0,10,13,2006,2.5,Dolphin Stadium,Grass,71.0,NYJ,W,16,18
1827,Clear,SAT,WAS,65,42.5,28,34,2006,-2.5,FedExField,Grass,48.0,NYG,S,17,7
1828,Dome,SUN,NO,\N,37.0,21,31,2006,-3.0,Louisiana Superdome,MomentumTurf,62.0,CAR,\N,17,\N
1829,Closed Roof,SUN,HOU,\N,37.5,14,6,2006,4.0,Reliant Stadium,Grass,,CLE,\N,17,\N
1830,Partly Cloudy,SUN,DAL,58,44.0,31,39,2006,12.5,Texas Stadium,FieldTurf,45.0,DET,\N,17,\N
1831,Light Rain,SUN,KC,89,37.0,35,30,2006,3.0,Arrowhead Stadium,Grass,40.0,JAC,W,17,10
1832,Rain,SUN,TEN,86,42.5,23,40,2006,3.0,LP Field,Grass,63.0,NE,S,17,13
1833,Clear,SUN,NYJ,46,34.0,23,3,2006,12.0,The Meadowlands,FieldTurf,40.0,OAK,\N,17,\N
1834,Chance Rain,SUN,CIN,91,44.0,17,23,2006,6.0,Paul Brown Stadium,FieldTurf,54.0,PIT,SSE,17,8
1835,Chance Rain,SUN,TB,71,36.0,7,23,2006,3.5,Raymond James Stadium,Grass,78.0,SEA,SSE,17,15
1836,Dome,SUN,MIN,\N,43.0,21,41,2006,-2.5,Metrodome,FieldTurf,66.0,STL,\N,17,\N
1837,Clear,SUN,SD,59,43.0,27,20,2006,-2.5,Qualcomm Stadium,Grass,57.0,ARI,SW,17,4
1838,Mostly Cloudy,SUN,PHI,48,43.5,24,17,2006,9.0,Lincoln Financial Field,Grass,47.0,ATL,ESE,17,6
1839,Cloudy,SUN,BAL,50,35.0,19,7,2006,9.5,M & T Bank Stadium,Grass,46.0,BUF,SE,17,10
1840,Dome,SUN,IND,\N,42.0,27,22,2006,9.0,RCA Dome,FieldTurf,,MIA,\N,17,\N
1841,Sunny,SUN,DEN,33,37.5,23,26,2006,10.5,Invesco Field at Mile High,Grass,32.0,SF,NW,17,4
1842,Chance Rain,SUN,CHI,81,36.0,7,26,2006,3.0,Solider Field,Grass,50.0,GB,SW,17,10
1843,Dome,SAT,IND,\N,50.5,23,8,2006,7.0,RCA Dome,FieldTurf,,KC,\N,18,\N
1844,Cloudy,SAT,SEA,73,46.5,21,20,2006,3.0,Qwest Field,FieldTurf,44.0,DAL,SSW,18,15
1845,Sunny,SUN,NE,38,37.5,37,16,2006,9.0,Gillette Stadium,FieldTurf,50.0,NYJ,WNW,18,8
1846,Chance Rain,SUN,PHI,50,46.0,23,20,2006,7.0,Lincoln Financial Field,Grass,52.0,NYG,ESE,18,5
1847,Light Rain,SAT,BAL,62,41.5,6,15,2006,4.0,M & T Bank Stadium,MomentumTurf,63.0,IND,WSW,19,4
1848,Dome,SAT,NO,\N,48.5,27,24,2006,5.5,Louisiana Superdome,MomentumTurf,69.0,PHI,\N,19,\N
1849,Chance Rain,SUN,CHI,65,37.0,27,24,2006,9.5,Soldier Field,Grass,32.0,SEA,N,19,8
1850,Clear,SUN,SD,20,46.5,21,24,2006,4.5,Qualcomm Stadium,Grass,53.0,NE,WNW,19,6
1851,Light Snow,SUN,CHI,86,42.5,39,14,2006,3.0,Soldier Field,Grass,28.0,NO,E,20,10
1852,Dome,SUN,IND,\N,47.5,38,34,2006,3.0,RCA Dome,FieldTurf,,NE,\N,20,\N
1853,Rain,SB,CHI,97,47.5,17,29,2006,-7.0,Dolphin Stadium,Grass,67.0,IND,N,21,10
1854,Dome,THU,IND,\N,52.5,41,10,2007,5.5,RCA Dome,FieldTurf,,NO,\N,1,\N
1855,Dome,SUN,MIN,\N,36.0,24,3,2007,3.0,Metrodome,FieldTurf,67.0,ATL,\N,1,\N
1856,Dome,SUN,STL,\N,42.5,13,27,2007,1.0,Edward Jones Dome,AstroTurf,,CAR,\N,1,\N
1857,Light Rain,SUN,BUF,93,37.0,14,15,2007,-3.0,Ralph Wilson Stadium,AstroPlay,70.0,DEN,E,1,5
1858,Closed Roof,SUN,HOU,\N,38.0,20,3,2007,3.0,Reliant Stadium,Grass,,KC,\N,1,\N
1859,Sunny,SUN,WAS,66,34.5,16,13,2007,3.0,FedEx Field,Grass,82.0,MIA,S,1,7
1860,Clear,SUN,NYJ,47,41.0,14,38,2007,-6.0,The Meadowlands,FieldTurf,84.0,NE,SW,1,10
1861,Rain,SUN,GB,80,42.5,16,13,2007,-3.0,Lambeau Field,DD GrassMaster,62.0,PHI,N,1,9
1862,Cloudy,SUN,CLE,80,37.0,7,34,2007,-4.5,Cleveland Browns Stadium,Grass,71.0,PIT,VAR,1,9
1863,Chance Rain,SUN,JAC,56,38.0,10,13,2007,7.0,Jacksonville Municipal Stadium,Grass,86.0,TEN,\N,1,\N
1864,Sunny,SUN,SD,70,42.5,14,3,2007,6.0,Qualcomm Stadium,Grass,73.0,CHI,WSW,1,8
1865,Sunny,SUN,OAK,68,39.5,21,36,2007,2.5,McAfee Coliseum,Grass,66.0,DET,W,1,8
1866,Sunny,SUN,SEA,51,41.0,20,6,2007,5.5,Qwest Field,FieldTurf,67.0,TB,N,1,12
1867,Cloudy,SN,DAL,85,44.0,45,35,2007,6.0,Texas Stadium,FieldTurf,78.0,NYG,\N,1,\N
1868,Mostly Cloudy,MN,CIN,57,40.5,27,20,2007,3.0,Paul Brown Stadium,FieldTurf,82.0,BAL,NNE,1,5
1869,Clear,MN,SF,67,45.0,20,17,2007,3.0,Monster Park,Grass,64.0,ARI,W,1,18
1870,Chance Rain,SUN,JAC,81,34.5,13,7,2007,10.0,Jacksonville Municipal Stadium,Grass,88.0,ATL,NNE,2,9
1871,Partly Cloudy,SUN,PIT,51,37.5,26,3,2007,10.0,Heinz Field,Grass,59.0,BUF,SE,2,4
1872,Cloudy,SUN,CLE,50,41.5,51,45,2007,-6.5,Cleveland Browns Stadium,Grass,59.0,CIN,SW,2,10
1873,Mostly Cloudy,SUN,NYG,47,38.0,13,35,2007,2.0,Giants Stadium,FieldTurf,64.0,GB,NE,2,7
1874,Sunny,SUN,CAR,30,39.0,21,34,2007,6.5,Bank of America Stadium,Grass,74.0,HOU,NE,2,10
1875,Sunny,SUN,TEN,48,45.5,20,22,2007,-7.0,LP Field,Grass,67.0,IND,N,2,6
1876,Partly Cloudy,SUN,TB,67,41.5,31,14,2007,-3.5,Raymond James Stadium,Grass,88.0,NO,WNW,2,7
1877,Dome,SUN,STL,\N,44.0,16,17,2007,3.0,Edward Jones Dome,AstroTurf,,SF,\N,2,\N
1878,Mostly Cloudy,SUN,MIA,60,40.0,20,37,2007,-3.5,Dolphin Stadium,Grass,89.0,DAL,ESE,2,9
1879,Dome,SUN,DET,\N,42.5,20,17,2007,3.0,Ford Field,FieldTurf,68.0,MIN,\N,2,\N
1880,\N,SUN,ARI,29,42.0,23,20,2007,-3.0,University of Phoenix Stadium,Grass,99.0,SEA,E,2,4
1881,Clear,SUN,CHI,30,34.5,20,10,2007,12.0,Soldier Field,Grass,70.0,KC,S,2,11
1882,Sunny,SUN,BAL,32,33.0,20,13,2007,9.5,M&T Stadium,SportGrass,69.0,NYJ,ENE,2,3
1883,Mostly Cloudy,SUN,DEN,16,37.5,23,20,2007,10.0,Invesco Field at Mile High,Grass,87.0,OAK,\N,2,\N
1884,Clear,SN,NE,72,46.0,38,14,2007,3.5,Gillette Stadium,FieldTurf,55.0,SD,ESE,2,5
1885,Clear,MN,PHI,60,39.0,12,20,2007,7.0,Lincoln Financial Field,Grass,62.0,WAS,E,2,6
1886,Sunny,SUN,BAL,50,35.5,26,23,2007,7.5,M & T Bank Stadium,Grass,75.0,ARI,N,3,9
1887,Clear,SUN,NE,34,41.0,38,7,2007,16.5,Gillette Stadium,FieldTurf,74.0,BUF,WNW,3,10
1888,Sunny,SUN,PHI,38,44.0,56,21,2007,6.0,Lincoln Financial Field,Grass,76.0,DET,NNW,3,12
1889,Closed Roof,SUN,HOU,\N,47.0,24,30,2007,-6.0,Reliant Stadium,Grass,,IND,\N,3,\N
1890,Clear,SUN,NYJ,37,35.5,31,28,2007,3.0,Meadowlands,FieldTurf,72.0,MIA,NNW,3,8
1891,Clear,SUN,KC,52,33.5,13,10,2007,3.0,Arrowhead Stadium,Grass,83.0,MIN,SE,3,5
1892,Sunny,SUN,GB,35,43.0,31,24,2007,-5.0,Lambeau Field,DD GrassMaster,73.0,SD,S,3,11
1893,Sunny,SUN,PIT,37,38.0,37,16,2007,9.0,Heinz Field,Grass,72.0,SF,ENE,3,6
1894,\N,SUN,TB,74,38.5,24,3,2007,3.5,Raymond James Stadium,Grass,86.0,STL,E,3,8
1895,Cloudy,SUN,SEA,78,50.0,24,21,2007,3.0,Qwest Field,FieldTurf,54.0,CIN,\N,3,\N
1896,Partly Cloudy,SUN,OAK,63,40.5,26,24,2007,3.0,McAfee Coliseum,Grass,67.0,CLE,WNW,3,10
1897,Mostly Cloudy,SUN,DEN,36,35.5,14,23,2007,3.5,Invesco Field at Mile High,Grass,75.0,JAC,NW,3,10
1898,Dome,SUN,ATL,\N,37.0,20,27,2007,-3.5,Georgia Dome,Grass,,CAR,\N,3,\N
1899,Sunny,SUN,WAS,38,40.5,17,24,2007,3.5,FedExField,Grass,82.0,NYG,NE,3,4
1900,Clear,SN,CHI,36,41.0,10,34,2007,3.5,Soldier Field,Grass,79.0,DAL,E,3,8
1901,Dome,MN,NO,\N,45.5,14,31,2007,4.0,Louisiana Superdome,MomentumTurf,80.0,TEN,\N,3,\N
1902,Sunny,SUN,CLE,\N,40.0,27,13,2007,-4.0,Cleveland Browns Stadium,Grass,77.0,BAL,S,4,9
1903,Dome,SUN,DET,\N,45.0,37,27,2007,-3.0,Ford Field,FieldTurf,68.0,CHI,\N,4,\N
1904,Dome,SUN,MIN,\N,38.5,16,23,2007,-1.5,Metrodome,FieldTurf,67.0,GB,\N,4,\N
1905,Dome,SUN,ATL,\N,39.0,26,16,2007,-3.0,Georgia Dome,FieldTurf,,HOU,\N,4,\N
1906,Sunny,SUN,BUF,68,37.5,17,14,2007,-3.5,Ralph Wilson Stadium,AstroPlay,70.0,NYJ,SSE,4,10
1907,Rain,SUN,MIA,69,40.5,17,35,2007,4.0,Dolphin Stadium,Grass,82.0,OAK,NE,4,16
1908,\N,SUN,DAL,58,46.0,35,7,2007,13.0,Texas Stadium,AstroTurf,85.0,STL,\N,4,\N
1909,Sunny,SUN,SF,57,41.0,3,23,2007,-2.0,Monster Park,Grass,65.0,SEA,WNW,4,12
1910,Sunny,SUN,CAR,33,39.5,7,20,2007,3.0,Bank of America Stadium,Grass,78.0,TB,NE,4,14
1911,Dome,SUN,IND,\N,46.0,38,20,2007,9.5,RCA Dome,FieldTurf,,DEN,\N,4,\N
1912,Sunny,SUN,SD,61,38.0,16,30,2007,11.5,Qualcomm Stadium,Grass,76.0,KC,WSW,4,8
1913,Closed Roof,SUN,ARI,\N,41.5,21,14,2007,-6.0,University of Phoenix Stadium,Grass,,PIT,\N,4,\N
1914,Clear,SN,NYG,56,47.5,16,3,2007,-3.0,Giants Stadium,FieldTurf,67.0,PHI,S,4,8
1915,Clear,MN,CIN,49,53.5,13,34,2007,-7.0,Paul Brown Stadium,FieldTurf,72.0,NE,S,4,8
1916,Dome,SUN,STL,\N,40.5,31,34,2007,-3.0,Edward Jones Dome,AstroTurf,,ARI,\N,5,\N
1917,Sunny,SUN,TEN,47,40.5,20,13,2007,8.0,LP Field,Grass,84.0,ATL,SW,5,5
1918,Dome,SUN,NO,\N,44.0,13,16,2007,3.0,Louisiana Superdome,MomentumTurf,84.0,CAR,\N,5,\N
1919,Chance Rain,SUN,NE,85,48.0,34,17,2007,16.5,Gillette Stadium,FieldTurf,56.0,CLE,ENE,5,8
1920,Sunny,SUN,WAS,52,46.0,34,3,2007,3.5,FedExField,Grass,88.0,DET,WNW,5,8
1921,Cloudy,SUN,KC,76,36.0,7,17,2007,-2.0,Arrowhead Stadium,Grass,78.0,JAC,S,5,10
1922,Closed Roof,SUN,HOU,\N,43.5,22,19,2007,5.0,Reliant Stadium,Grass,,MIA,\N,5,\N
1923,Partly Sunny,SUN,NYG,56,40.5,35,24,2007,3.0,Giants Stadium,FieldTurf,81.0,NYJ,NE,5,10
1924,Partly Cloudy,SUN,PIT,59,39.5,21,0,2007,6.0,Heinz Field,Grass,80.0,SEA,WSW,5,2
1925,Dome,SUN,IND,\N,45.5,33,14,2007,9.5,RCA Dome,FieldTurf,,TB,\N,5,\N
1926,Sunny,SUN,SF,54,35.0,7,9,2007,-3.0,Monster Park,Grass,63.0,BAL,NE,5,3
1927,Partly Sunny,SUN,DEN,34,43.0,3,41,2007,1.0,Invesco Field at Mile High,Grass,54.0,SD,NE,5,6
1928,Cloudy,SN,GB,68,40.5,20,27,2007,3.0,Lambeau Field,DD GrassMaster,79.0,CHI,SW,5,5
1929,Partly Cloudy,MN,BUF,73,44.5,24,25,2007,-10.0,Ralph Wilson Stadium,AstroPlay,73.0,DAL,WSW,5,11
1930,Partly Cloudy,SUN,KC,56,42.0,27,20,2007,-3.0,Arrowhead Stadium,Grass,68.0,CIN,S,6,12
1931,Chance Rain,SUN,JAC,58,37.5,37,17,2007,6.5,Jacksonville Municipal Stadium,Grass,81.0,HOU,E,6,14
1932,Sunny,SUN,CLE,\N,45.0,41,31,2007,4.5,Cleveland Browns Stadium,Grass,58.0,MIA,\N,6,\N
1933,Mostly Cloudy,SUN,CHI,76,37.0,31,34,2007,5.0,Soldier Field,Grass,55.0,MIN,SE,6,5
1934,Clear,SUN,NYJ,45,42.5,9,16,2007,-3.5,The Meadowlands,FieldTurf,62.0,PHI,NNW,6,12
1935,Sunny,SUN,BAL,40,37.0,22,3,2007,9.5,M & T Bank Stadium,Grass,68.0,STL,NW,6,8
1936,\N,SUN,TB,62,37.5,13,10,2007,3.0,Raymond James Stadium,Grass,81.0,TEN,ENE,6,13
1937,Cloudy,SUN,GB,79,40.5,17,14,2007,3.0,Lambeau Field,DD GrassMaster,46.0,WAS,NE,6,7
1938,Closed Roof,SUN,ARI,\N,40.5,10,25,2007,4.5,University of Phoenix Stadium,Grass,,CAR,\N,6,\N
1939,\N,SUN,DAL,48,53.0,27,48,2007,-5.5,Texas Stadium,AstroTurf,85.0,NE,\N,6,\N
1940,Sunny,SUN,SD,74,44.0,28,14,2007,9.5,Qualcomm Stadium,Grass,73.0,OAK,WSW,6,8
1941,Sunny,SN,SEA,47,42.5,17,28,2007,6.5,Qwest Field,FieldTurf,68.0,NO,SW,6,4
1942,Dome,MN,ATL,\N,43.5,10,31,2007,-3.5,Georgia Dome,FieldTurf,,NYG,\N,6,\N
1943,Sunny,SUN,WAS,38,36.0,21,19,2007,8.5,FedExField,Grass,75.0,ARI,SSE,7,9
1944,Dome,SUN,NO,\N,42.5,22,16,2007,9.0,Louisiana Superdome,MomentumTurf,80.0,ATL,\N,7,\N
1945,Sunny,SUN,BUF,33,34.5,19,14,2007,-3.0,Ralph Wilson Stadium,AstroPlay,66.0,BAL,SSW,7,16
1946,\N,SUN,DAL,33,46.5,24,14,2007,9.0,Texas Stadium,AstroTurf,88.0,MIN,\N,7,\N
1947,Sunny,SUN,MIA,70,51.5,28,49,2007,-16.0,Dolphin Stadium,Grass,85.0,NE,ESE,7,12
1948,Sunny,SUN,NYG,37,39.5,33,15,2007,9.0,Giants Stadium,FieldTurf,69.0,SF,NW,7,5
1949,Dome,SUN,DET,\N,44.0,23,16,2007,2.5,Ford Field,FieldTurf,68.0,TB,\N,7,\N
1950,Sunny,SUN,HOU,\N,38.5,36,38,2007,-1.5,Reliant Stadium,Grass,,TEN,\N,7,\N
1951,Sunny,SUN,OAK,32,37.5,10,12,2007,3.0,McAfee Coliseum,Grass,68.0,KC,WNW,7,10
1952,Sunny,SUN,CIN,30,47.5,38,31,2007,6.5,Paul Brown Stadium,FieldTurf,77.0,NYJ,SSW,7,13
1953,Sunny,SUN,PHI,38,41.5,16,19,2007,5.5,Lincoln Financial Field,Grass,75.0,CHI,SW,7,7
1954,Rain,SUN,SEA,85,39.5,33,6,2007,9.0,Qwest Field,FieldTurf,52.0,STL,SSW,7,11
1955,Partly Cloudy,SN,DEN,59,39.0,31,28,2007,-3.5,Invesco Field at Mile High,Grass,37.0,PIT,N,7,10
1956,Chance Rain,MN,JAC,87,44.5,7,29,2007,-3.0,Jacksonville Municipal Stadium,Grass,77.0,IND,E,7,8
1957,Dome,SUN,STL,\N,45.0,20,27,2007,-3.0,Edward Jones Dome,AstroTurf,,CLE,\N,8,\N
1958,Sunny,SUN,CHI,41,45.0,7,16,2007,5.0,Soldier Field,Grass,51.0,DET,W,8,5
1959,Partly Cloudy,SUN,CAR,67,44.0,7,31,2007,-6.5,Bank of America Stadium,Grass,69.0,IND,NNE,8,10
1960,Light Rain,SUN,MIA,88,47.5,10,13,2007,-9.5,Wembley Stadium,Grass,59.0,NYG,SSW,8,15
1961,Cloudy,SUN,TEN,64,40.0,13,9,2007,7.0,LP Field,Grass,58.0,OAK,NE,8,16
1962,Dome,SUN,MIN,\N,37.5,16,23,2007,-1.0,Metrodome,FieldTurf,65.0,PHI,\N,8,\N
1963,Sunny,SUN,CIN,38,48.0,13,24,2007,-3.5,Paul Brown Stadium,FieldTurf,55.0,PIT,ENE,8,7
1964,Clear,SUN,NYJ,35,37.5,3,13,2007,3.0,The Meadowlands,FieldTurf,56.0,BUF,NW,8,22
1965,Hazy,SUN,SD,54,44.5,35,10,2007,9.0,Qualcomm Stadium,Grass,78.0,HOU,WSW,8,8
1966,Cloudy,SUN,TB,57,32.5,23,24,2007,3.5,Raymond James Stadium,Grass,84.0,JAC,NE,8,11
1967,Sunny,SUN,SF,70,40.0,10,31,2007,-2.5,Monster Park,Grass,63.0,NO,ENE,8,6
